text,Description
zepto pizza,food
AIRPORT SNACKS,food
flipkart bag,shopping
RENEWAL ecs,other
xbox RENTAL,entertainment
service balance,other
BOOKMYSHOW pass,entertainment
train bookin,travel
fee unknown,other
AUDIBLE ticket,entertainment
flipkart jacket,shopping
BALANCE charge,other
faasos parcel,food
payment fee,other
airport seat,travel
bus trip,travel
adidas shirt,shopping
gaana event,entertainment
decathlon shoes,shopping
ola ticket,travel
debit unknow,other
mcdonalds biryani,food
BUS seat,travel
box8 burger,food
amazon SHIRT,shopping
steam entry,entertainment
myntra bag,shopping
lenskart order,shopping
airindi trip,travel
train snacks,travel
airport meal,food
rapido shuttle,travel
croma jacke,shopping
service fee,other
BIKANERVAL comb,food
spotify ENTRY,entertainment
zara WATCH,shopping
airport ticket,travel
starbucks dinner,food
auto txn,other
croma gear,shopping
entry ecs,other
amazon basket,shopping
indigo shuttle,travel
zee5 strea,entertainment
airport meal,food
metro pass,travel
prime sub,entertainment
dmart basket,shopping
puma shoes,shopping
bookmyshow ticket,entertainment
AIRPORT biryani,food
steam ticke,entertainment
xbox CLASS,entertainment
indigo toll,travel
train snacks,food
meesho cart,shopping
auto MISC,other
debit fee,other
fee debit,other
grocery basket,shopping
zomat shak,food
netflix game,entertainment
revv parking,travel
debi amount,other
train snacks,travel
MANDATE ecs,other
GAANA game,entertainment
ola PASS,travel
credit TXN,other
unknow BALANCE,other
nike shoes,shopping
grocery basket,shopping
faasos roll,food
ajio cart,shopping
PAYMENT credit,other
kfc burger,food
GROCERY basket,shopping
zee5 subscriptio,entertainment
tacobell WRAP,food
dmart baske,shopping
UBER PASS,travel
NIKE set,shopping
adidas bag,shopping
payment FEE,other
entry ecs,other
auto txn,other
kfc buffet,food
steam EVENT,entertainment
adjustment hold,other
puma bag,shopping
unknown processing,other
swiggy parcel,food
service renewal,other
amazon watch,shopping
indigo booking,travel
eatfit buffet,food
xbox event,entertainment
mcdonalds rice,food
train snacks,food
SUBWAY dinne,food
dmart baske,shopping
GROCERY basket,shopping
amazon shirt,shopping
gaana stream,entertainment
hotstar rental,entertainment
misc credit,other
AJIO SHIR,shopping
netfli movi,entertainment
charge entry,other
blinkit pizza,food
rapido fare,travel
rapido journey,travel
renewal adjustment,other
transfer SERVIC,other
puma watch,shopping
airport meal,food
dmart basket,shopping
ajio basket,shopping
renewa payment,other
grocery BASKET,shopping
TRANSFER misc,other
ola commute,travel
credit mandate,other
hm items,shopping
instamart combo,food
grocery basket,shopping
rapid shuttle,travel
balance mandate,other
debi misc,other
xbox entry,entertainment
decathlon ORDER,shopping
zoomcar TRIP,travel
PROCESSING CREDIT,other
KFC pizza,food
dmart basket,shopping
airport meal,food
revv ride,travel
credit misc,other
audible show,entertainment
psplus event,entertainment
mcdonalds biryani,food
mandate SERVICE,other
revv journey,travel
revv commute,travel
zomato wrap,food
dominos buffet,food
grocer basket,shopping
nike SHIRT,shopping
metro seat,travel
irct ride,travel
airindia ticket,travel
SWIGG milk,food
box8 biryani,food
revv ticket,travel
UNKNOWN service,other
ubereats PIZZA,food
spotif game,entertainment
adjustment amount,other
misc payment,other
sony entry,entertainment
airport coffee,food
prime sub,entertainment
AJIO BASKET,shopping
zara baske,shopping
train meal,food
pro sub,entertainment
hm BAG,shopping
amount HOLD,other
RAPIDO parking,travel
adidas cart,shopping
bus seat,travel
train meal,food
misc processing,other
train SNACK,travel
steam entry,entertainment
revv ride,travel
transfer balance,other
BALANCE auto,other
audible subscription,entertainment
indig booking,travel
gaan music,entertainment
zepto dinner,food
flipkart shoes,shopping
psplus MOVIE,entertainment
TRAIN snacks,travel
vistara parking,travel
NETFLIX show,entertainment
UNKNOWN charg,other
mandate amount,other
airpor snacks,food
adidas jean,shopping
plus sub,entertainment
debit adjustment,other
bikanervala biryani,food
bookmyshow entr,entertainment
ubereats coffee,food
ecs txn,other
nykaa jacket,shopping
airindia toll,travel
TACOBEL brea,food
SPICEJET FARE,travel
NYKAA SHOES,shopping
behrouz thali,food
ecs unknown,other
DOMINOS RICE,food
train trip,travel
renewal amount,other
PSPLUS concert,entertainment
lyft transfer,travel
subway combo,food
audible entry,entertainment
irct ride,travel
adjustment amount,other
nike PURCHASE,shopping
rapido shuttle,travel
processing balance,other
airport snacks,food
zara shirt,shopping
vistar trip,travel
grocery BASKET,shopping
behrou pizza,food
amazon shirt,shopping
audible game,entertainment
AUDIBLE subscriptio,entertainment
grocer BASKET,shopping
trai MEAL,food
trai snacks,travel
airindia commute,travel
HOLD hold,other
hotstar ticket,entertainment
sony pass,entertainment
bookmyshow concert,entertainment
payment DEBI,other
train SNACKS,travel
sony movie,entertainment
blinkit SHAKE,food
revv fare,travel
hm cart,shopping
gaana movie,entertainment
swiggy shake,food
audible class,entertainment
amazo watch,shopping
steam STREAM,entertainment
sony entry,entertainment
tacobell snacks,food
zepto buffe,food
airport milk,food
INSTAMART coffee,food
credi adjustment,other
psplus game,entertainment
swiggy shake,food
credit auto,other
croma jacket,shopping
entr processing,other
ZARA jacket,shopping
flipkart jeans,shopping
flipkart jacket,shopping
indigo ticket,travel
rapido commute,travel
METRO transfer,travel
grocery basket,shopping
ZEE5 pass,entertainment
txn debit,other
TRAIN snacks,travel
hm basket,shopping
ajio SET,shopping
youtube EVENT,entertainment
ajio items,shopping
processing misc,other
pro SUB,entertainment
MEESHO shir,shopping
MYNTRA jacket,shopping
flipkart jacket,shopping
AIRPOR bread,food
xbox subscription,entertainment
amazo bag,shopping
box8 COFFEE,food
irctc ticket,travel
airport meal,food
puma purchase,shopping
flipkart items,shopping
dominos milk,food
fee fee,other
FLIPKART purchase,shopping
hm order,shopping
payment txn,other
decathlon jean,shopping
nykaa cart,shopping
BUS toll,travel
unknown amoun,other
nike gear,shopping
adjustment AUTO,other
hm basket,shopping
faasos coffee,food
mandate AUTO,other
lyft pass,travel
spotify entry,entertainment
AIRPORT booking,travel
trai SNACK,travel
FLIPKART shoes,shopping
plus sub,entertainment
transfer mandate,other
hm jacket,shopping
airport buffet,food
netflix stream,entertainment
audibl movi,entertainment
sony ticket,entertainment
bikanervala biryani,food
YOUTUB class,entertainment
charge CREDIT,other
unknown misc,other
gaan RENTAL,entertainment
airport snack,food
adidas cart,shopping
rapido trip,travel
hm items,shopping
meesho BASKET,shopping
ola trip,travel
youtube concert,entertainment
train snacks,travel
trai snacks,food
xbox subscription,entertainment
pro sub,entertainment
dmart basket,shopping
bookmyshow ticket,entertainment
youtube ticke,entertainment
servic unknown,other
vistara ticke,travel
rapido ticket,travel
faasos roll,food
eatfi meal,food
nykaa BAG,shopping
bigbasket shake,food
renewal auto,other
zee5 MUSIC,entertainment
nykaa jacket,shopping
airport snacks,food
transfer processing,other
bookmyshow show,entertainment
xbox stream,entertainment
zara jacket,shopping
tacobell WRAP,food
RENEWAL PAYMEN,other
zepto parcel,food
faasos SNACKS,food
train snacks,travel
ola fare,travel
PSPLUS event,entertainment
auto txn,other
psplu rental,entertainment
bigbasket lunch,food
metro commute,travel
indigo trip,travel
sony stream,entertainment
amazon shoes,shopping
misc processing,other
bus trip,travel
train parking,travel
metro ticket,travel
payment CHARGE,other
lyft bookin,travel
hold misc,other
audible even,entertainment
psplus class,entertainment
SWIGGY biryan,food
balance hold,other
hm items,shopping
amount charg,other
spotify subscriptio,entertainment
primevideo class,entertainment
hold auto,other
ola shuttle,travel
ola ride,travel
entry payment,other
eatfit shake,food
vistara ride,travel
tacobell lunch,food
dominos buffet,food
entry CREDIT,other
train booking,travel
flight snack,travel
HOTSTAR even,entertainment
AIRPORT meal,food
charg fee,other
INDIGO booking,travel
payment auto,other
kfc LUNCH,food
MANDATE AUTO,other
charge debit,other
misc TRANSFER,other
croma CART,shopping
decathlo watch,shopping
train transfer,travel
instamart bread,food
train snacks,travel
grocer basket,shopping
ubereat snacks,food
AUTO unknown,other
AUTO adjustment,other
amount auto,other
train snacks,food
DMART basket,shopping
MCDONALDS LUNCH,food
transfe CHARGE,other
renewal mandate,other
dominos coffee,food
debit PROCESSING,other
NYKAA JEANS,shopping
spicejet ride,travel
train snacks,travel
MANDATE processing,other
steam entry,entertainment
dmart baske,shopping
train snacks,travel
box8 dinner,food
swiggy BUFFET,food
haldirams lunch,food
service PAYMENT,other
netflix concert,entertainment
grocery BASKE,shopping
ADIDAS order,shopping
audible movie,entertainment
hold entry,other
meesho jacket,shopping
INDIGO journey,travel
flipkart JEANS,shopping
nike shirt,shopping
PAYMENT amoun,other
sony class,entertainment
fligh snacks,travel
airport meal,food
zee5 ticket,entertainment
decathlon items,shopping
txn balance,other
TRAIN snacks,travel
bookmyshow SUBSCRIPTION,entertainment
pro sub,entertainment
zept dinner,food
kfc shake,food
decathlo purchase,shopping
train meal,food
haldiram pizza,food
nike basket,shopping
AUDIBLE entr,entertainment
steam event,entertainment
psplus SUBSCRIPTION,entertainment
subway shake,food
XBOX event,entertainment
unknown ADJUSTMENT,other
dominos pizza,food
SPICEJET TRIP,travel
bus ticket,travel
bigbasket burge,food
ECS misc,other
airport meal,food
subway lunch,food
zee5 EVEN,entertainment
transfe entry,other
AIRPORT RIDE,travel
TRAIN snacks,travel
PLUS sub,entertainment
pro sub,entertainment
STARBUCKS wrap,food
myntr items,shopping
HALDIRAMS snacks,food
airindia ticket,travel
metro commute,travel
nike cart,shopping
metro booking,travel
dmart basket,shopping
AMAZON WATCH,shopping
flight snacks,travel
youtube game,entertainment
irctc JOURNEY,travel
dmart baske,shopping
zept combo,food
pro sub,entertainment
ZOOMCAR seat,travel
puma shoes,shopping
PLUS SUB,entertainment
sony MUSIC,entertainment
ikea SHOE,shopping
xbox music,entertainment
HALDIRAMS bread,food
vistara ride,travel
trai snacks,travel
xbox entry,entertainment
sony entry,entertainment
amount ecs,other
ikea jeans,shopping
train meal,food
subway meal,food
amount ecs,other
auto renewal,other
box8 RICE,food
zara GEAR,shopping
airport snacks,food
bigbasket coffee,food
prime sub,entertainment
spicejet pass,travel
kfc shake,food
SONY EVENT,entertainment
tacobel wrap,food
zoomca pass,travel
meesho PURCHASE,shopping
flipkart gear,shopping
CROMA bag,shopping
puma bag,shopping
grocery basket,shopping
revv shuttle,travel
airport biryani,food
sony GAME,entertainment
ecs CREDIT,other
airport trip,travel
HOTSTAR music,entertainment
FAASOS bread,food
bookmyshow concer,entertainment
haldirams bread,food
bigbasket coffee,food
psplus game,entertainment
nike ORDER,shopping
instamart lunch,food
PRIMEVIDEO rental,entertainment
AUDIBLE game,entertainment
steam music,entertainment
haldiram MILK,food
HOTSTAR show,entertainment
blinkit buffet,food
box8 LUNCH,food
grocery basket,shopping
puma shoes,shopping
box8 biryani,food
AMOUN entr,other
ikea SHOES,shopping
MANDAT auto,other
mandate BALANCE,other
vistara ticket,travel
netflix entry,entertainment
TRAIN meal,food
domino buffe,food
hotstar pass,entertainment
primevide concert,entertainment
prime sub,entertainment
lyft transfer,travel
gaana movie,entertainment
ZARA watch,shopping
croma set,shopping
decathlon JEANS,shopping
airport snacks,food
charge credit,other
adidas ORDER,shopping
adjustmen fee,other
plus sub,entertainment
haldirams dinner,food
ola ticket,travel
pro sub,entertainment
ola ticket,travel
metro commute,travel
domino thali,food
subway milk,food
PUMA gear,shopping
AIRPORT ticket,travel
myntra purchase,shopping
PRIMEVIDE ticket,entertainment
ecs MANDATE,other
prime sub,entertainment
txn servic,other
balance service,other
croma shirt,shopping
psplus pass,entertainment
hm jeans,shopping
puma JEANS,shopping
txn service,other
METRO booking,travel
gaan TICKET,entertainment
grocery basket,shopping
hold fee,other
youtube movie,entertainment
zepto biryani,food
ajio bag,shopping
plus sub,entertainment
hm items,shopping
charge balance,other
train seat,travel
credit DEBIT,other
prim sub,entertainment
netfli concert,entertainment
adidas SHOES,shopping
gaana ticke,entertainment
credit payment,other
dmar basket,shopping
nykaa jacket,shopping
sony concert,entertainment
KFC biryani,food
charg TXN,other
FEE SERVICE,other
zara baske,shopping
psplus concert,entertainment
hotstar entry,entertainment
prime sub,entertainment
plus sub,entertainment
grocer basket,shopping
irctc ticket,travel
vistara PARKING,travel
ola seat,travel
bigbasket shake,food
box8 shake,food
sony musi,entertainment
lyft seat,travel
kfc dinner,food
charge ecs,other
train snacks,travel
zoomcar ride,travel
prime sub,entertainment
FLIGHT snacks,travel
revv ticket,travel
airindia ticket,travel
credit fee,other
hotsta entry,entertainment
service entry,other
metro transfer,travel
hotstar rental,entertainment
lenskart order,shopping
adjustment MISC,other
sony ticket,entertainment
steam subscription,entertainment
bigbaske shake,food
prime SUB,entertainment
ecs mandate,other
ADIDAS watc,shopping
prime sub,entertainment
AIRPORT meal,food
netflix event,entertainment
faaso thali,food
irctc toll,travel
spotify MUSIC,entertainment
airport COMMUTE,travel
AIRPORT snacks,food
metro commute,travel
PLUS sub,entertainment
balance HOLD,other
airport ride,travel
vistara ticket,travel
BIKANERVAL shake,food
bigbasket roll,food
eatfit burger,food
train commute,travel
IKEA jacket,shopping
spicejet ticket,travel
spotify CLASS,entertainment
debit transfer,other
trai snacks,food
service hold,other
grocery baske,shopping
REVV transfer,travel
ZARA jacket,shopping
nike JACKET,shopping
EATFIT dinner,food
SPOTIFY stream,entertainment
croma watch,shopping
irctc ticket,travel
youtube show,entertainment
youtube event,entertainment
payment payment,other
adidas gear,shopping
meesho purchase,shopping
faasos BREAD,food
revv PARKING,travel
unknown debi,other
hold fee,other
charge paymen,other
bookmyshow ticke,entertainment
irctc booking,travel
sony PASS,entertainment
gaana game,entertainment
trai snack,travel
croma gear,shopping
mandate hold,other
BOX8 wrap,food
psplus entry,entertainment
bus toll,travel
renewal auto,other
ZEPTO combo,food
ubereats meal,food
zara jeans,shopping
mcdonalds burger,food
bigbasket lunch,food
train snacks,food
txn misc,other
indig commute,travel
processing debit,other
lyft ride,travel
ecs credit,other
tacobell thali,food
zomato bread,food
misc BALANC,other
zara jacket,shopping
adidas order,shopping
lyft SHUTTL,travel
GROCER basket,shopping
puma shirt,shopping
flipkart purchase,shopping
entr unknown,other
airport meal,food
audible ticket,entertainment
train snacks,food
decathlon watch,shopping
train snacks,travel
balance balanc,other
misc credit,other
MYNTRA ITEMS,shopping
train journe,travel
payment service,other
train SNACK,travel
mcdonalds DINNER,food
starbuck buffet,food
PRIME sub,entertainment
bikanerval wrap,food
processing charge,other
GAANA even,entertainment
charge processing,other
hold ENTR,other
lyft toll,travel
charge auto,other
hm items,shopping
ikea SHOES,shopping
ola JOURNEY,travel
SONY stream,entertainment
GROCERY baske,shopping
BEHROUZ biryan,food
blinkit combo,food
HALDIRAMS biryan,food
renewal charge,other
OLA PARKING,travel
eatfit BREAD,food
misc credit,other
grocery basket,shopping
ecs charge,other
flight snacks,travel
netflix movie,entertainment
hm set,shopping
NYKAA jacket,shopping
myntra jeans,shopping
lyft ticket,travel
HM gear,shopping
swiggy rice,food
bikanervala RICE,food
BOX8 parcel,food
hold CREDIT,other
xbox subscription,entertainment
xbox movi,entertainment
UNKNOWN service,other
unknow BALANC,other
train snack,food
psplus musi,entertainment
gaana TICKET,entertainment
youtube pass,entertainment
charge debit,other
METRO ticket,travel
grocery basket,shopping
airindia pass,travel
debit renewal,other
revv journey,travel
bus journey,travel
lyft BOOKING,travel
XBOX EVEN,entertainment
prime sub,entertainment
dominos brea,food
meesho shirt,shopping
MCDONALDS bread,food
bigbasket burger,food
train snacks,travel
box8 dinner,food
decathlo set,shopping
myntr purchase,shopping
IRCTC ticket,travel
AIRPORT snacks,food
primevide show,entertainment
zoomcar pass,travel
grocery basket,shopping
uber shuttl,travel
hm BASKET,shopping
steam class,entertainment
adidas watch,shopping
hold payment,other
grocery basket,shopping
starbucks rice,food
FEE misc,other
puma watch,shopping
trai SNACKS,travel
entry txn,other
amount transfe,other
revv ride,travel
GROCERY basket,shopping
credit fee,other
netflix music,entertainment
unknown unknown,other
processing CHARG,other
hotstar entry,entertainment
dmart basket,shopping
zoomcar journey,travel
train meal,food
netflix class,entertainment
PRIMEVIDEO SUBSCRIPTION,entertainment
UBER FARE,travel
AMOUNT renewal,other
xbox movie,entertainment
netflix game,entertainment
puma bag,shopping
subway burge,food
prime sub,entertainment
train snacks,travel
HOLD balance,other
haldirams parcel,food
youtube stream,entertainment
prime sub,entertainment
train snacks,travel
irctc trip,travel
meesho order,shopping
spicejet journey,travel
UNKNOWN PAYMEN,other
airport transfer,travel
INDIGO ticket,travel
fee fee,other
SERVICE unknown,other
zara baske,shopping
faasos MILK,food
lenskart shir,shopping
ecs txn,other
airport rice,food
gaana game,entertainment
zomato dinner,food
train snacks,travel
ubereats dinner,food
plus sub,entertainment
youtube game,entertainment
subway buffet,food
ikea shoe,shopping
unknown ENTRY,other
sony rental,entertainment
youtube CLASS,entertainment
indigo transfer,travel
youtube SHOW,entertainment
bikanervala thali,food
primevide entry,entertainment
BUS PASS,travel
txn debit,other
payment debit,other
zomato BURGER,food
mandate processing,other
prime sub,entertainment
auto ADJUSTMEN,other
airpor meal,food
auto service,other
ecs hold,other
psplus event,entertainment
eatfit wrap,food
grocery basket,shopping
fee debit,other
swiggy PARCEL,food
DOMINOS burge,food
ZEE5 game,entertainment
stea subscription,entertainment
eatfit shak,food
airindia seat,travel
airindia ride,travel
behrouz milk,food
unknown adjustment,other
ecs entry,other
youtube music,entertainment
MYNTRA shoes,shopping
youtube rental,entertainment
xbox concer,entertainment
credit TRANSFE,other
spicejet RIDE,travel
irctc JOURNEY,travel
plus sub,entertainment
flight snacks,travel
puma shoes,shopping
grocery basket,shopping
meesho basket,shopping
myntr jeans,shopping
ikea shoes,shopping
MANDATE misc,other
processing service,other
bigbasket dinner,food
audible game,entertainment
XBOX pass,entertainment
PUMA jacket,shopping
GROCERY basket,shopping
croma watc,shopping
fee ADJUSTMENT,other
zee5 SUBSCRIPTION,entertainment
indigo toll,travel
spotif class,entertainment
amazon jacket,shopping
mandat renewal,other
zara BASKET,shopping
unknown charge,other
credit adjustment,other
trai commut,travel
audible pass,entertainment
zara jeans,shopping
unknown adjustment,other
meesho items,shopping
kfc lunch,food
nike shoes,shopping
eatfit biryani,food
spicejet RIDE,travel
NIKE ITEMS,shopping
rapido parking,travel
instamart WRAP,food
lenskart WATCH,shopping
irctc parking,travel
charge credit,other
DOMINOS thal,food
stea ticket,entertainment
psplus ticket,entertainment
rapido journey,travel
ola pass,travel
behrouz COFFEE,food
dmart basket,shopping
mcdonalds buffe,food
ajio bag,shopping
auto credit,other
youtube pass,entertainment
MCDONALDS coffee,food
tacobell burge,food
flipkart jeans,shopping
mandate credit,other
ADIDAS SET,shopping
nykaa items,shopping
amazon cart,shopping
AUDIBLE subscription,entertainment
haldiram lunc,food
pro sub,entertainment
TRAIN snacks,food
ZOOMCAR ride,travel
DECATHLON cart,shopping
ajio shirt,shopping
audible TICKET,entertainment
zepto thali,food
debit ENTRY,other
adidas CART,shopping
AIRPORT meal,food
faasos shake,food
PSPLU event,entertainment
decathlon jacket,shopping
train ride,travel
zepto roll,food
behrou dinne,food
metro fare,travel
airindia COMMUTE,travel
irctc fare,travel
zee5 event,entertainment
txn debit,other
steam class,entertainment
FLIGHT snack,travel
ikea jacket,shopping
lenskart ITEMS,shopping
starbucks dinner,food
bus TOLL,travel
HOTSTAR subscriptio,entertainment
rapido ride,travel
swigg COMB,food
uber transfe,travel
ADIDAS jeans,shopping
uber TRANSFER,travel
plus sub,entertainment
pro sub,entertainment
zoomcar fare,travel
ubereats biryani,food
zee5 game,entertainment
bookmyshow rental,entertainment
DOMINO roll,food
kfc buffet,food
train snacks,travel
uber ticket,travel
amount ADJUSTMENT,other
service amount,other
balance hold,other
grocer basket,shopping
grocery basket,shopping
meesho set,shopping
HM cart,shopping
renewal processing,other
RAPIDO fare,travel
ola pass,travel
nykaa shoes,shopping
RENEWAL adjustment,other
metro pass,travel
hold charge,other
faasos combo,food
airport meal,food
psplu game,entertainment
trai parking,travel
rapido bookin,travel
sony entry,entertainment
meesho bag,shopping
SPICEJET booking,travel
gaan show,entertainment
myntr SHIRT,shopping
vistara parking,travel
metro pass,travel
lenskart purchase,shopping
renewal transfer,other
airport snacks,food
bigbasket coffee,food
TRAIN journey,travel
airpor snacks,food
prime sub,entertainment
adjustment txn,other
airport snacks,food
puma item,shopping
behrouz wrap,food
credit DEBIT,other
processin misc,other
balanc balance,other
sony movie,entertainment
IRCTC fare,travel
pro sub,entertainment
trai snack,travel
lenskart jeans,shopping
flipkart order,shopping
revv JOURNE,travel
hm purchase,shopping
ajio jacket,shopping
metro ride,travel
auto amount,other
zee5 TICKET,entertainment
meesh SHIRT,shopping
misc transfer,other
airpor meal,food
zee5 renta,entertainment
subway wrap,food
airport meal,food
flipkar GEAR,shopping
bigbasket biryani,food
zee5 rental,entertainment
grocer baske,shopping
myntra bag,shopping
lenskart SHIRT,shopping
ENTRY entry,other
fligh snacks,travel
spotify pass,entertainment
trai seat,travel
airport RIDE,travel
pro sub,entertainment
ubereats MILK,food
youtube SHOW,entertainment
FLIPKART cart,shopping
txn CREDIT,other
gaana music,entertainment
psplus music,entertainment
tacobell combo,food
zara JACKET,shopping
metr commut,travel
nykaa jeans,shopping
BOOKMYSHO pass,entertainment
subway dinner,food
prime sub,entertainment
hotsta stream,entertainment
flipkart gear,shopping
plus SUB,entertainment
youtub game,entertainment
LENSKART shirt,shopping
dmart basket,shopping
ikea BASKET,shopping
UBEREATS LUNCH,food
steam entry,entertainment
uber fare,travel
faasos biryani,food
train snacks,travel
primevideo show,entertainment
primevideo game,entertainment
uber toll,travel
haldirams buffet,food
haldirams shake,food
puma shoe,shopping
NETFLI stream,entertainment
lyft parking,travel
STARBUCK milk,food
amount payment,other
ikea purchase,shopping
swiggy buffet,food
indigo pass,travel
kfc bread,food
train snacks,travel
STARBUCK thali,food
kfc roll,food
nykaa shirt,shopping
train snacks,food
tacobell roll,food
misc fee,other
bookmyshow class,entertainment
ubereats meal,food
subwa dinner,food
bookmyshow event,entertainment
adida bag,shopping
train snacks,food
audible movie,entertainment
charge unknow,other
bikanervala lunch,food
train snack,travel
netflix concer,entertainment
zara jeans,shopping
grocery basket,shopping
revv ride,travel
indigo trip,travel
ikea purchase,shopping
RENEWAL credit,other
PRIMEVIDEO concert,entertainment
adidas cart,shopping
tacobell pizza,food
zee5 music,entertainment
lenskart order,shopping
PRO SUB,entertainment
AMAZON order,shopping
trai snacks,travel
tacobell BUFFET,food
ADIDAS shirt,shopping
zee5 concert,entertainment
charg MISC,other
train snacks,travel
ikea bag,shopping
haldirams DINNER,food
decathlon set,shopping
spotify game,entertainment
NETFLIX GAME,entertainment
renewal renewal,other
ajio SHIRT,shopping
ubereats coffee,food
netfli show,entertainment
balance charge,other
bigbasket shak,food
renewa amoun,other
misc balance,other
ZARA PURCHASE,shopping
PLUS sub,entertainment
HOLD transfe,other
behrou coffee,food
croma gear,shopping
renewa processing,other
unknown entry,other
metro seat,travel
prime sub,entertainment
lenskart BASKET,shopping
txn txn,other
blinki coffee,food
zomat shake,food
amount debit,other
bus PARKIN,travel
netflix game,entertainment
flight snacks,travel
airport meal,food
ajio SHOES,shopping
AIRPORT trip,travel
METRO transfer,travel
steam pass,entertainment
myntra jacket,shopping
faasos snacks,food
gaana clas,entertainment
fee credit,other
misc credit,other
transfer transfer,other
nike jacket,shopping
bus TRIP,travel
lenskar ORDE,shopping
youtub MUSIC,entertainment
spiceje fare,travel
grocer basket,shopping
AIRPORT snack,food
psplus pass,entertainment
sony concer,entertainment
indigo shuttle,travel
indigo journey,travel
dominos THALI,food
dmart basket,shopping
train snacks,food
instamart milk,food
myntra gear,shopping
zept THALI,food
payment entry,other
haldiram parcel,food
misc adjustment,other
debit PAYMENT,other
STEAM concert,entertainment
CREDIT adjustment,other
subway burger,food
decathlon shoe,shopping
mandate credit,other
zepto bread,food
myntra baske,shopping
primevideo rental,entertainment
amazon items,shopping
sony event,entertainment
spicejet RIDE,travel
netflix movie,entertainment
eatfit snacks,food
hm cart,shopping
eatfi lunch,food
train snacks,travel
BALANCE unknown,other
flipkart shirt,shopping
lyft transfe,travel
BIKANERVALA rice,food
train meal,food
train snacks,travel
zoomcar pass,travel
zoomcar ride,travel
vistara pass,travel
PRO sub,entertainment
MEESHO purchase,shopping
rapido seat,travel
unknow paymen,other
airport meal,food
hold balance,other
blinkit lunch,food
servic auto,other
RENEWAL ecs,other
MISC auto,other
ola trip,travel
bus fare,travel
ola commute,travel
processing auto,other
decathlon cart,shopping
adida jeans,shopping
zee5 CLASS,entertainment
tacobell bread,food
indigo ticket,travel
lenskart cart,shopping
lyft fare,travel
zara BAG,shopping
zara purchase,shopping
txn AUTO,other
subway bread,food
adjustment service,other
psplus SUBSCRIPTION,entertainment
audible musi,entertainment
TRAIN snacks,travel
lyft seat,travel
sony pass,entertainment
flight snacks,travel
ajio watch,shopping
zara BAG,shopping
youtube movi,entertainment
flight snacks,travel
dmart basket,shopping
service hold,other
plus sub,entertainment
bigbasket thali,food
bus JOURNEY,travel
debi unknown,other
flight snacks,travel
zara BAG,shopping
grocery BASKET,shopping
IRCTC seat,travel
ikea item,shopping
entry renewal,other
vistara seat,travel
sony strea,entertainment
ola TRANSFER,travel
stea entry,entertainment
mandate service,other
mandate balance,other
AIRPOR meal,food
IKEA shirt,shopping
bigbasket pizza,food
prime sub,entertainment
ikea shirt,shopping
ikea jacket,shopping
bookmyshow movie,entertainment
zara gear,shopping
auto servic,other
dmart basket,shopping
amount hold,other
mandate debit,other
spicejet shuttle,travel
dmart basket,shopping
metro parking,travel
haldirams shake,food
balance fee,other
hotstar MUSIC,entertainment
train snacks,travel
ubereats wrap,food
zoomcar bookin,travel
REVV toll,travel
CREDIT payment,other
bookmyshow game,entertainment
flight snacks,travel
irctc ride,travel
txn charge,other
hm shoes,shopping
tacobell MEAL,food
adjustment ENTRY,other
balance paymen,other
rapido parking,travel
flight snacks,travel
unknown transfer,other
steam class,entertainment
train meal,food
zee5 movie,entertainment
ubereats thali,food
airindia seat,travel
amazon set,shopping
zee5 SHOW,entertainment
ZOMATO wrap,food
adjustment entry,other
zara SHOES,shopping
AIRPORT ride,travel
AJIO shirt,shopping
airport BOOKING,travel
indig ride,travel
XBOX clas,entertainment
indigo fare,travel
grocery basket,shopping
starbucks burger,food
zee5 entry,entertainment
CROMA purchase,shopping
haldirams bread,food
bus booking,travel
amazon bag,shopping
debit ecs,other
ajio bag,shopping
flipkart gear,shopping
grocery basket,shopping
nike watch,shopping
decathlon SET,shopping
balance misc,other
DMART BASKE,shopping
adidas basket,shopping
processing renewal,other
subway shake,food
indigo booking,travel
processing misc,other
train snacks,food
FLIPKART jeans,shopping
misc balance,other
trai BOOKING,travel
xbox subscription,entertainment
processing AMOUNT,other
balance hold,other
airport trip,travel
prim SUB,entertainment
hotstar show,entertainment
airport meal,food
train snack,travel
ecs service,other
CREDIT CREDI,other
spicejet fare,travel
indigo pass,travel
hm jeans,shopping
airport snacks,food
flight snacks,travel
myntra set,shopping
DECATHLON set,shopping
psplus music,entertainment
txn unknown,other
zee5 concert,entertainment
SUBWAY rice,food
airport shake,food
uber ride,travel
puma jacket,shopping
grocery baske,shopping
xbox movie,entertainment
PRO sub,entertainment
MEESHO jeans,shopping
primevideo show,entertainment
zepto burge,food
airpor snacks,food
psplus even,entertainment
nykaa orde,shopping
flight snacks,travel
PROCESSING FEE,other
bookmyshow show,entertainment
auto renewal,other
xbox musi,entertainment
prime sub,entertainment
auto MISC,other
pro SUB,entertainment
steam subscriptio,entertainment
steam EVENT,entertainment
subway thali,food
sony movi,entertainment
blinkit ROLL,food
BLINKI combo,food
adjustment entry,other
zara shirt,shopping
zara jeans,shopping
primevideo subscription,entertainment
processing charge,other
zomato meal,food
tacobell bread,food
youtube movi,entertainment
TRAIN snacks,food
nykaa items,shopping
sony event,entertainment
decathlon shoes,shopping
xbox rental,entertainment
train snack,travel
