text,category
wallet topup recharge personal use,other
bank transfer transaction urgent,other
upi payment transaction routine,other
misc expense transaction for office use,other
bank transfer expense during weekend,other
upi payment bill late night,other
bank transfer payment while travelling,other
wallet topup order monthly,other
unknown vendor recharge one time,other
cash withdrawal expense family use,other
bank transfer subscription personal use,other
unknown vendor bill urgent,other
unknown vendor bill routine,other
bank transfer purchase for office use,other
misc expense transaction during weekend,other
unknown vendor order late night,other
service charge expense while travelling,other
cash withdrawal purchase monthly,other
upi payment transaction one time,other
adjustment recharge family use,other
service charge monthly charge personal use,other
service charge payment urgent,other
unknown vendor bill routine,other
wallet topup subscription for office use,other
adjustment recharge during weekend,other
upi payment transaction late night,other
cash withdrawal order while travelling,other
bank transfer subscription monthly,other
upi payment booking one time,other
adjustment recharge family use,other
wallet topup transaction personal use,other
unknown vendor monthly charge urgent,other
cash withdrawal subscription routine,other
bank transfer payment for office use,other
unknown vendor subscription during weekend,other
upi payment recharge late night,other
unknown vendor monthly charge while travelling,other
service charge bill monthly,other
wallet topup subscription one time,other
upi payment expense family use,other
cash withdrawal purchase personal use,other
unknown vendor bill urgent,other
misc expense expense routine,other
unknown vendor monthly charge for office use,other
unknown vendor bill during weekend,other
wallet topup subscription late night,other
adjustment expense while travelling,other
misc expense booking monthly,other
wallet topup subscription one time,other
service charge transaction family use,other
unknown vendor purchase personal use,other
cash withdrawal subscription urgent,other
cash withdrawal payment routine,other
upi payment transaction for office use,other
wallet topup payment during weekend,other
service charge monthly charge late night,other
service charge transaction while travelling,other
upi payment order monthly,other
service charge bill one time,other
upi payment transaction family use,other
upi payment transaction personal use,other
service charge transaction urgent,other
wallet topup booking routine,other
adjustment booking for office use,other
bank transfer booking during weekend,other
upi payment booking late night,other
unknown vendor expense while travelling,other
wallet topup payment monthly,other
adjustment recharge one time,other
cash withdrawal expense family use,other
unknown vendor subscription personal use,other
wallet topup booking urgent,other
adjustment subscription routine,other
cash withdrawal recharge for office use,other
cash withdrawal payment during weekend,other
cash withdrawal transaction late night,other
misc expense expense while travelling,other
unknown vendor monthly charge monthly,other
unknown vendor expense one time,other
upi payment purchase family use,other
cash withdrawal expense personal use,other
cash withdrawal recharge urgent,other
wallet topup monthly charge routine,other
adjustment purchase for office use,other
unknown vendor booking during weekend,other
cash withdrawal order late night,other
cash withdrawal transaction while travelling,other
wallet topup purchase monthly,other
unknown vendor bill one time,other
service charge subscription family use,other
bank transfer booking personal use,other
misc expense bill urgent,other
adjustment payment routine,other
adjustment subscription for office use,other
unknown vendor bill during weekend,other
unknown vendor transaction late night,other
upi payment bill while travelling,other
misc expense booking monthly,other
upi payment order one time,other
misc expense booking family use,other
misc expense subscription personal use,other
wallet topup subscription urgent,other
wallet topup expense routine,other
upi payment purchase for office use,other
adjustment bill during weekend,other
adjustment payment late night,other
cash withdrawal bill while travelling,other
cash withdrawal payment monthly,other
misc expense expense one time,other
bank transfer booking family use,other
service charge transaction personal use,other
adjustment bill urgent,other
adjustment recharge routine,other
cash withdrawal transaction for office use,other
misc expense booking during weekend,other
wallet topup transaction late night,other
upi payment recharge while travelling,other
service charge bill monthly,other
bank transfer expense one time,other
adjustment subscription family use,other
bank transfer recharge personal use,other
misc expense booking urgent,other
misc expense monthly charge routine,other
upi payment payment for office use,other
upi payment payment during weekend,other
misc expense order late night,other
unknown vendor transaction while travelling,other
unknown vendor monthly charge monthly,other
wallet topup subscription one time,other
misc expense transaction family use,other
cash withdrawal purchase personal use,other
bank transfer purchase urgent,other
upi payment expense routine,other
service charge transaction for office use,other
upi payment booking during weekend,other
cash withdrawal transaction late night,other
wallet topup subscription while travelling,other
unknown vendor subscription monthly,other
wallet topup expense one time,other
misc expense expense family use,other
upi payment purchase personal use,other
upi payment subscription urgent,other
unknown vendor payment routine,other
wallet topup monthly charge for office use,other
unknown vendor subscription during weekend,other
service charge payment late night,other
upi payment recharge while travelling,other
misc expense order monthly,other
service charge order one time,other
misc expense subscription family use,other
adjustment monthly charge personal use,other
service charge order urgent,other
bank transfer order routine,other
upi payment booking for office use,other
adjustment monthly charge during weekend,other
service charge transaction late night,other
cash withdrawal order while travelling,other
wallet topup transaction monthly,other
misc expense payment one time,other
unknown vendor purchase family use,other
unknown vendor booking personal use,other
misc expense booking urgent,other
misc expense recharge routine,other
service charge payment for office use,other
adjustment monthly charge during weekend,other
unknown vendor payment late night,other
bank transfer recharge while travelling,other
bank transfer booking monthly,other
upi payment payment one time,other
unknown vendor transaction family use,other
adjustment purchase personal use,other
service charge booking urgent,other
adjustment order routine,other
upi payment monthly charge for office use,other
upi payment order during weekend,other
bank transfer order late night,other
cash withdrawal monthly charge while travelling,other
upi payment bill monthly,other
adjustment recharge one time,other
upi payment recharge family use,other
bank transfer transaction personal use,other
adjustment recharge urgent,other
misc expense purchase routine,other
adjustment monthly charge for office use,other
upi payment booking during weekend,other
wallet topup booking late night,other
service charge recharge while travelling,other
adjustment payment monthly,other
cash withdrawal expense one time,other
adjustment transaction family use,other
upi payment subscription personal use,other
service charge subscription urgent,other
upi payment bill routine,other
upi payment subscription for office use,other
unknown vendor expense during weekend,other
cash withdrawal transaction late night,other
bank transfer subscription while travelling,other
cash withdrawal monthly charge monthly,other
cash withdrawal order one time,other
upi payment transaction family use,other
upi payment purchase personal use,other
misc expense order urgent,other
misc expense expense routine,other
upi payment monthly charge for office use,other
upi payment monthly charge during weekend,other
bank transfer purchase late night,other
wallet topup expense while travelling,other
adjustment recharge monthly,other
wallet topup transaction one time,other
upi payment monthly charge family use,other
cash withdrawal recharge personal use,other
adjustment order urgent,other
bank transfer purchase routine,other
cash withdrawal payment for office use,other
upi payment bill during weekend,other
misc expense payment late night,other
cash withdrawal payment while travelling,other
misc expense monthly charge monthly,other
service charge transaction one time,other
service charge recharge family use,other
adjustment transaction personal use,other
misc expense expense urgent,other
upi payment expense routine,other
cash withdrawal bill for office use,other
cash withdrawal transaction during weekend,other
upi payment booking late night,other
service charge bill while travelling,other
adjustment transaction monthly,other
upi payment recharge one time,other
misc expense monthly charge family use,other
upi payment subscription personal use,other
wallet topup order urgent,other
upi payment expense routine,other
bank transfer purchase for office use,other
upi payment booking during weekend,other
bank transfer expense late night,other
adjustment order while travelling,other
wallet topup purchase monthly,other
adjustment recharge one time,other
cash withdrawal booking family use,other
misc expense order personal use,other
misc expense payment urgent,other
cash withdrawal order routine,other
misc expense recharge for office use,other
cash withdrawal recharge during weekend,other
unknown vendor purchase late night,other
wallet topup order while travelling,other
bank transfer order monthly,other
adjustment booking one time,other
misc expense order family use,other
wallet topup expense personal use,other
service charge bill urgent,other
bank transfer bill routine,other
unknown vendor recharge for office use,other
bank transfer monthly charge during weekend,other
cash withdrawal transaction late night,other
wallet topup transaction while travelling,other
unknown vendor recharge monthly,other
service charge bill one time,other
misc expense payment family use,other
unknown vendor bill personal use,other
cash withdrawal purchase urgent,other
bank transfer bill routine,other
adjustment order for office use,other
misc expense payment during weekend,other
bank transfer booking late night,other
wallet topup payment while travelling,other
adjustment purchase monthly,other
bank transfer transaction one time,other
unknown vendor order family use,other
misc expense bill personal use,other
cash withdrawal subscription urgent,other
misc expense order routine,other
service charge subscription for office use,other
misc expense purchase during weekend,other
service charge expense late night,other
wallet topup transaction while travelling,other
cash withdrawal bill monthly,other
service charge booking one time,other
adjustment order family use,other
wallet topup expense personal use,other
upi payment expense urgent,other
cash withdrawal expense routine,other
wallet topup recharge for office use,other
wallet topup order during weekend,other
unknown vendor expense late night,other
service charge expense while travelling,other
bank transfer bill monthly,other
bank transfer monthly charge one time,other
cash withdrawal booking family use,other
adjustment bill personal use,other
wallet topup purchase urgent,other
adjustment transaction routine,other
wallet topup purchase for office use,other
upi payment recharge during weekend,other
cash withdrawal purchase late night,other
wallet topup subscription while travelling,other
wallet topup monthly charge monthly,other
unknown vendor payment one time,other
adjustment payment family use,other
unknown vendor payment personal use,other
unknown vendor bill urgent,other
adjustment payment routine,other
misc expense transaction for office use,other
misc expense transaction during weekend,other
service charge booking late night,other
adjustment bill while travelling,other
service charge expense monthly,other
service charge recharge one time,other
cash withdrawal purchase family use,other
wallet topup expense personal use,other
bank transfer subscription urgent,other
adjustment purchase routine,other
misc expense expense for office use,other
misc expense subscription during weekend,other
misc expense order late night,other
cash withdrawal subscription while travelling,other
adjustment subscription monthly,other
upi payment booking one time,other
wallet topup payment family use,other
adjustment transaction personal use,other
upi payment subscription urgent,other
misc expense purchase routine,other
service charge booking for office use,other
adjustment purchase during weekend,other
upi payment payment late night,other
service charge bill while travelling,other
misc expense subscription monthly,other
upi payment booking one time,other
service charge booking family use,other
service charge subscription personal use,other
bank transfer subscription urgent,other
bank transfer monthly charge routine,other
upi payment bill for office use,other
wallet topup bill during weekend,other
cash withdrawal order late night,other
wallet topup monthly charge while travelling,other
cash withdrawal recharge monthly,other
unknown vendor expense one time,other
unknown vendor payment family use,other
wallet topup order personal use,other
wallet topup expense urgent,other
upi payment order routine,other
upi payment bill for office use,other
upi payment expense during weekend,other
wallet topup subscription late night,other
misc expense bill while travelling,other
adjustment order monthly,other
upi payment purchase one time,other
cash withdrawal bill family use,other
adjustment transaction personal use,other
service charge booking urgent,other
unknown vendor booking routine,other
upi payment purchase for office use,other
misc expense transaction during weekend,other
wallet topup booking late night,other
upi payment payment while travelling,other
service charge order monthly,other
wallet topup payment one time,other
service charge subscription family use,other
misc expense payment personal use,other
bank transfer booking urgent,other
upi payment expense routine,other
bank transfer booking for office use,other
service charge monthly charge during weekend,other
adjustment purchase late night,other
bank transfer payment while travelling,other
cash withdrawal purchase monthly,other
cash withdrawal monthly charge one time,other
upi payment monthly charge family use,other
bank transfer expense personal use,other
upi payment bill urgent,other
bank transfer order routine,other
misc expense recharge for office use,other
upi payment recharge during weekend,other
unknown vendor expense late night,other
unknown vendor booking while travelling,other
cash withdrawal purchase monthly,other
misc expense transaction one time,other
unknown vendor payment family use,other
wallet topup order personal use,other
bank transfer monthly charge urgent,other
wallet topup monthly charge routine,other
unknown vendor monthly charge for office use,other
wallet topup booking during weekend,other
misc expense monthly charge late night,other
cash withdrawal purchase while travelling,other
bank transfer recharge monthly,other
adjustment purchase one time,other
bank transfer payment family use,other
misc expense recharge personal use,other
bank transfer purchase urgent,other
bank transfer monthly charge routine,other
upi payment booking for office use,other
upi payment booking during weekend,other
adjustment subscription late night,other
adjustment bill while travelling,other
misc expense order monthly,other
bank transfer bill one time,other
cash withdrawal order family use,other
wallet topup transaction personal use,other
adjustment recharge urgent,other
unknown vendor order routine,other
upi payment bill for office use,other
service charge purchase during weekend,other
unknown vendor expense late night,other
unknown vendor bill while travelling,other
service charge bill monthly,other
unknown vendor subscription one time,other
upi payment booking family use,other
unknown vendor bill personal use,other
upi payment order urgent,other
wallet topup transaction routine,other
upi payment expense for office use,other
wallet topup transaction during weekend,other
unknown vendor order late night,other
bank transfer monthly charge while travelling,other
unknown vendor booking monthly,other
bank transfer monthly charge one time,other
adjustment purchase family use,other
misc expense subscription personal use,other
adjustment expense urgent,other
service charge expense routine,other
upi payment bill for office use,other
wallet topup monthly charge during weekend,other
upi payment expense late night,other
bank transfer bill while travelling,other
service charge monthly charge monthly,other
bank transfer booking one time,other
upi payment subscription family use,other
unknown vendor subscription personal use,other
adjustment transaction urgent,other
wallet topup transaction routine,other
upi payment expense for office use,other
adjustment booking during weekend,other
service charge order late night,other
bank transfer subscription while travelling,other
misc expense monthly charge monthly,other
wallet topup booking one time,other
cash withdrawal bill family use,other
upi payment transaction personal use,other
adjustment monthly charge urgent,other
bank transfer recharge routine,other
wallet topup expense for office use,other
adjustment recharge during weekend,other
unknown vendor payment late night,other
cash withdrawal payment while travelling,other
unknown vendor purchase monthly,other
adjustment booking one time,other
unknown vendor expense family use,other
misc expense order personal use,other
bank transfer subscription urgent,other
adjustment subscription routine,other
adjustment booking for office use,other
adjustment monthly charge during weekend,other
misc expense payment late night,other
unknown vendor expense while travelling,other
service charge bill monthly,other
unknown vendor expense one time,other
cash withdrawal order family use,other
upi payment payment personal use,other
bank transfer bill urgent,other
cash withdrawal payment routine,other
misc expense payment for office use,other
misc expense bill during weekend,other
upi payment purchase late night,other
cash withdrawal monthly charge while travelling,other
service charge purchase monthly,other
unknown vendor subscription one time,other
unknown vendor expense family use,other
bank transfer monthly charge personal use,other
upi payment payment urgent,other
misc expense expense routine,other
service charge recharge for office use,other
unknown vendor purchase during weekend,other
service charge monthly charge late night,other
misc expense order while travelling,other
service charge order monthly,other
misc expense monthly charge one time,other
unknown vendor payment family use,other
misc expense transaction personal use,other
service charge bill urgent,other
upi payment purchase routine,other
bank transfer purchase for office use,other
unknown vendor bill during weekend,other
bank transfer booking late night,other
wallet topup order while travelling,other
adjustment bill monthly,other
bank transfer monthly charge one time,other
misc expense booking family use,other
bank transfer bill personal use,other
wallet topup order urgent,other
misc expense recharge routine,other
service charge expense for office use,other
unknown vendor monthly charge during weekend,other
bank transfer booking late night,other
bank transfer monthly charge while travelling,other
wallet topup expense monthly,other
upi payment bill one time,other
unknown vendor transaction family use,other
cash withdrawal monthly charge personal use,other
service charge transaction urgent,other
cash withdrawal monthly charge routine,other
unknown vendor payment for office use,other
misc expense expense during weekend,other
upi payment purchase late night,other
wallet topup payment while travelling,other
upi payment expense monthly,other
service charge monthly charge one time,other
wallet topup order family use,other
wallet topup purchase personal use,other
misc expense subscription urgent,other
service charge subscription routine,other
upi payment expense for office use,other
upi payment order during weekend,other
unknown vendor subscription late night,other
upi payment bill while travelling,other
bank transfer payment monthly,other
wallet topup monthly charge one time,other
wallet topup bill family use,other
misc expense booking personal use,other
cash withdrawal subscription urgent,other
service charge bill routine,other
misc expense payment for office use,other
adjustment booking during weekend,other
service charge order late night,other
adjustment purchase while travelling,other
cash withdrawal booking monthly,other
upi payment purchase one time,other
adjustment monthly charge family use,other
upi payment purchase personal use,other
upi payment transaction urgent,other
bank transfer order routine,other
bank transfer recharge for office use,other
bank transfer bill during weekend,other
upi payment booking late night,other
service charge transaction while travelling,other
wallet topup payment monthly,other
bank transfer subscription one time,other
cash withdrawal order family use,other
upi payment monthly charge personal use,other
misc expense order urgent,other
service charge bill routine,other
wallet topup subscription for office use,other
wallet topup expense during weekend,other
misc expense order late night,other
adjustment recharge while travelling,other
upi payment purchase monthly,other
service charge purchase one time,other
adjustment transaction family use,other
misc expense monthly charge personal use,other
cash withdrawal recharge urgent,other
upi payment expense routine,other
misc expense subscription for office use,other
adjustment booking during weekend,other
unknown vendor subscription late night,other
cash withdrawal recharge while travelling,other
cash withdrawal transaction monthly,other
adjustment payment one time,other
upi payment monthly charge family use,other
misc expense payment personal use,other
cash withdrawal booking urgent,other
cash withdrawal booking routine,other
adjustment expense for office use,other
adjustment transaction during weekend,other
wallet topup subscription late night,other
bank transfer booking while travelling,other
adjustment order monthly,other
bank transfer subscription one time,other
bank transfer bill family use,other
adjustment payment personal use,other
unknown vendor expense urgent,other
upi payment transaction routine,other
unknown vendor booking for office use,other
adjustment monthly charge during weekend,other
misc expense order late night,other
adjustment order while travelling,other
misc expense bill monthly,other
unknown vendor bill one time,other
unknown vendor monthly charge family use,other
misc expense monthly charge personal use,other
service charge monthly charge urgent,other
wallet topup payment routine,other
misc expense recharge for office use,other
misc expense payment during weekend,other
bank transfer recharge late night,other
bank transfer recharge while travelling,other
cash withdrawal recharge monthly,other
misc expense expense one time,other
service charge order family use,other
unknown vendor subscription personal use,other
adjustment booking urgent,other
unknown vendor bill routine,other
wallet topup expense for office use,other
adjustment monthly charge during weekend,other
service charge payment late night,other
upi payment order while travelling,other
upi payment payment monthly,other
misc expense payment one time,other
unknown vendor order family use,other
adjustment monthly charge personal use,other
adjustment booking urgent,other
service charge payment routine,other
upi payment recharge for office use,other
bank transfer transaction during weekend,other
wallet topup order late night,other
misc expense bill while travelling,other
bank transfer bill monthly,other
cash withdrawal recharge one time,other
cash withdrawal subscription family use,other
upi payment bill personal use,other
misc expense booking urgent,other
upi payment recharge routine,other
bank transfer booking for office use,other
cash withdrawal subscription during weekend,other
bank transfer booking late night,other
misc expense booking while travelling,other
misc expense monthly charge monthly,other
cash withdrawal bill one time,other
adjustment order family use,other
wallet topup recharge personal use,other
upi payment bill urgent,other
misc expense transaction routine,other
service charge monthly charge for office use,other
adjustment monthly charge during weekend,other
adjustment transaction late night,other
adjustment bill while travelling,other
upi payment order monthly,other
unknown vendor booking one time,other
upi payment bill family use,other
misc expense order personal use,other
unknown vendor purchase urgent,other
wallet topup order routine,other
cash withdrawal monthly charge for office use,other
bank transfer order during weekend,other
wallet topup transaction late night,other
wallet topup recharge while travelling,other
cash withdrawal bill monthly,other
service charge purchase one time,other
unknown vendor recharge family use,other
misc expense payment personal use,other
misc expense payment urgent,other
misc expense recharge routine,other
adjustment subscription for office use,other
upi payment purchase during weekend,other
cash withdrawal expense late night,other
service charge booking while travelling,other
upi payment purchase monthly,other
bank transfer subscription one time,other
bank transfer order family use,other
cash withdrawal expense personal use,other
cash withdrawal payment urgent,other
unknown vendor monthly charge routine,other
adjustment transaction for office use,other
adjustment order during weekend,other
cash withdrawal bill late night,other
service charge bill while travelling,other
unknown vendor monthly charge monthly,other
cash withdrawal booking one time,other
wallet topup subscription family use,other
misc expense booking personal use,other
wallet topup bill urgent,other
wallet topup order routine,other
unknown vendor expense for office use,other
wallet topup transaction during weekend,other
service charge transaction late night,other
cash withdrawal purchase while travelling,other
adjustment purchase monthly,other
bank transfer payment one time,other
cash withdrawal recharge family use,other
bank transfer bill personal use,other
unknown vendor order urgent,other
upi payment monthly charge routine,other
wallet topup monthly charge for office use,other
service charge transaction during weekend,other
service charge subscription late night,other
wallet topup bill while travelling,other
upi payment subscription monthly,other
adjustment bill one time,other
wallet topup purchase family use,other
bank transfer subscription personal use,other
cash withdrawal payment urgent,other
wallet topup purchase routine,other
unknown vendor booking for office use,other
bank transfer transaction during weekend,other
adjustment payment late night,other
unknown vendor transaction while travelling,other
wallet topup booking monthly,other
unknown vendor bill one time,other
wallet topup purchase family use,other
cash withdrawal transaction personal use,other
unknown vendor booking urgent,other
misc expense purchase routine,other
misc expense expense for office use,other
adjustment payment during weekend,other
cash withdrawal bill late night,other
adjustment transaction while travelling,other
bank transfer expense monthly,other
cash withdrawal recharge one time,other
bank transfer payment family use,other
bank transfer bill personal use,other
cash withdrawal order urgent,other
bank transfer expense routine,other
unknown vendor purchase for office use,other
cash withdrawal purchase during weekend,other
misc expense subscription late night,other
cash withdrawal booking while travelling,other
adjustment transaction monthly,other
service charge payment one time,other
cash withdrawal booking family use,other
wallet topup purchase personal use,other
adjustment transaction urgent,other
unknown vendor subscription routine,other
upi payment bill for office use,other
adjustment bill during weekend,other
bank transfer booking late night,other
cash withdrawal booking while travelling,other
bank transfer expense monthly,other
bank transfer recharge one time,other
bank transfer transaction family use,other
misc expense purchase personal use,other
unknown vendor subscription urgent,other
bank transfer order routine,other
misc expense purchase for office use,other
wallet topup payment during weekend,other
bank transfer bill late night,other
service charge bill while travelling,other
adjustment expense monthly,other
unknown vendor subscription one time,other
adjustment expense family use,other
adjustment payment personal use,other
adjustment transaction urgent,other
upi payment monthly charge routine,other
adjustment payment for office use,other
misc expense transaction during weekend,other
unknown vendor order late night,other
wallet topup recharge while travelling,other
service charge transaction monthly,other
misc expense recharge one time,other
cash withdrawal bill family use,other
cash withdrawal expense personal use,other
service charge subscription urgent,other
upi payment expense routine,other
upi payment monthly charge for office use,other
cash withdrawal payment during weekend,other
misc expense booking late night,other
misc expense subscription while travelling,other
bank transfer monthly charge monthly,other
service charge order one time,other
upi payment bill family use,other
service charge monthly charge personal use,other
wallet topup monthly charge urgent,other
wallet topup transaction routine,other
misc expense purchase for office use,other
service charge recharge during weekend,other
unknown vendor monthly charge late night,other
bank transfer bill while travelling,other
service charge transaction monthly,other
adjustment expense one time,other
adjustment bill family use,other
misc expense transaction personal use,other
upi payment purchase urgent,other
bank transfer recharge routine,other
service charge bill for office use,other
cash withdrawal recharge during weekend,other
misc expense purchase late night,other
unknown vendor transaction while travelling,other
wallet topup transaction monthly,other
unknown vendor expense one time,other
adjustment booking family use,other
unknown vendor bill personal use,other
bank transfer purchase urgent,other
cash withdrawal monthly charge routine,other
wallet topup purchase for office use,other
service charge monthly charge during weekend,other
adjustment transaction late night,other
cash withdrawal monthly charge while travelling,other
wallet topup bill monthly,other
bank transfer monthly charge one time,other
unknown vendor payment family use,other
misc expense payment personal use,other
unknown vendor transaction urgent,other
wallet topup recharge routine,other
adjustment purchase for office use,other
unknown vendor subscription during weekend,other
service charge transaction late night,other
cash withdrawal recharge while travelling,other
cash withdrawal payment monthly,other
wallet topup order one time,other
unknown vendor booking family use,other
adjustment bill personal use,other
upi payment order urgent,other
adjustment recharge routine,other
unknown vendor order for office use,other
upi payment order during weekend,other
wallet topup payment late night,other
bank transfer expense while travelling,other
adjustment bill monthly,other
adjustment transaction one time,other
upi payment subscription family use,other
wallet topup order personal use,other
misc expense order urgent,other
adjustment recharge routine,other
service charge payment for office use,other
bank transfer transaction during weekend,other
bank transfer subscription late night,other
unknown vendor expense while travelling,other
wallet topup recharge monthly,other
bank transfer booking one time,other
bank transfer booking family use,other
misc expense purchase personal use,other
wallet topup recharge urgent,other
adjustment booking routine,other
cash withdrawal transaction for office use,other
adjustment recharge during weekend,other
misc expense transaction late night,other
unknown vendor bill while travelling,other
bank transfer bill monthly,other
bank transfer recharge one time,other
bank transfer payment family use,other
unknown vendor monthly charge personal use,other
service charge purchase urgent,other
misc expense booking routine,other
wallet topup bill for office use,other
bank transfer payment during weekend,other
misc expense transaction late night,other
upi payment bill while travelling,other
misc expense monthly charge monthly,other
wallet topup recharge one time,other
unknown vendor purchase family use,other
service charge booking personal use,other
unknown vendor recharge urgent,other
cash withdrawal purchase routine,other
adjustment bill for office use,other
unknown vendor monthly charge during weekend,other
bank transfer subscription late night,other
misc expense subscription while travelling,other
service charge recharge monthly,other
upi payment expense one time,other
cash withdrawal monthly charge family use,other
unknown vendor monthly charge personal use,other
upi payment monthly charge urgent,other
cash withdrawal bill routine,other
adjustment booking for office use,other
upi payment monthly charge during weekend,other
upi payment transaction late night,other
unknown vendor order while travelling,other
service charge booking monthly,other
misc expense transaction one time,other
cash withdrawal purchase family use,other
cash withdrawal order personal use,other
wallet topup booking urgent,other
cash withdrawal purchase routine,other
adjustment transaction for office use,other
bank transfer payment during weekend,other
unknown vendor purchase late night,other
wallet topup order while travelling,other
bank transfer monthly charge monthly,other
misc expense expense one time,other
misc expense subscription family use,other
service charge bill personal use,other
unknown vendor purchase urgent,other
adjustment monthly charge routine,other
upi payment bill for office use,other
service charge recharge during weekend,other
bank transfer monthly charge late night,other
adjustment recharge while travelling,other
wallet topup transaction monthly,other
upi payment purchase one time,other
service charge monthly charge family use,other
adjustment bill personal use,other
service charge bill urgent,other
unknown vendor recharge routine,other
adjustment bill for office use,other
service charge recharge during weekend,other
service charge monthly charge late night,other
unknown vendor recharge while travelling,other
bank transfer expense monthly,other
adjustment order one time,other
bank transfer expense family use,other
adjustment order personal use,other
service charge monthly charge urgent,other
adjustment subscription routine,other
cash withdrawal purchase for office use,other
unknown vendor subscription during weekend,other
bank transfer monthly charge late night,other
unknown vendor expense while travelling,other
cash withdrawal transaction monthly,other
unknown vendor order one time,other
unknown vendor subscription family use,other
misc expense monthly charge personal use,other
cash withdrawal order urgent,other
bank transfer recharge routine,other
upi payment expense for office use,other
adjustment payment during weekend,other
service charge transaction late night,other
cash withdrawal transaction while travelling,other
unknown vendor booking monthly,other
service charge monthly charge one time,other
bank transfer payment family use,other
service charge bill personal use,other
cash withdrawal monthly charge urgent,other
service charge recharge routine,other
wallet topup transaction for office use,other
bank transfer booking during weekend,other
cash withdrawal purchase late night,other
misc expense booking while travelling,other
bank transfer booking monthly,other
upi payment expense one time,other
wallet topup transaction family use,other
wallet topup booking personal use,other
bank transfer purchase urgent,other
upi payment purchase routine,other
misc expense payment for office use,other
service charge subscription during weekend,other
misc expense expense late night,other
adjustment subscription while travelling,other
unknown vendor subscription monthly,other
adjustment order one time,other
misc expense subscription family use,other
cash withdrawal transaction personal use,other
service charge purchase urgent,other
adjustment purchase routine,other
misc expense booking for office use,other
service charge transaction during weekend,other
unknown vendor monthly charge late night,other
adjustment bill while travelling,other
wallet topup subscription monthly,other
upi payment bill one time,other
wallet topup expense family use,other
unknown vendor purchase personal use,other
wallet topup subscription urgent,other
adjustment recharge routine,other
service charge transaction for office use,other
service charge booking during weekend,other
wallet topup expense late night,other
adjustment expense while travelling,other
service charge monthly charge monthly,other
upi payment bill one time,other
cash withdrawal subscription family use,other
service charge payment personal use,other
upi payment transaction urgent,other
upi payment recharge routine,other
cash withdrawal monthly charge for office use,other
service charge transaction during weekend,other
misc expense bill late night,other
service charge order while travelling,other
wallet topup recharge monthly,other
misc expense order one time,other
service charge expense family use,other
adjustment purchase personal use,other
unknown vendor transaction urgent,other
unknown vendor booking routine,other
service charge bill for office use,other
bank transfer purchase during weekend,other
bank transfer order late night,other
unknown vendor purchase while travelling,other
bank transfer transaction monthly,other
adjustment order one time,other
bank transfer booking family use,other
unknown vendor order personal use,other
upi payment order urgent,other
upi payment subscription routine,other
upi payment transaction for office use,other
bank transfer monthly charge during weekend,other
adjustment recharge late night,other
cash withdrawal monthly charge while travelling,other
misc expense recharge monthly,other
cash withdrawal order one time,other
bank transfer purchase family use,other
service charge subscription personal use,other
service charge recharge urgent,other
wallet topup booking routine,other
wallet topup subscription for office use,other
bank transfer expense during weekend,other
cash withdrawal monthly charge late night,other
wallet topup order while travelling,other
service charge order monthly,other
adjustment booking one time,other
upi payment monthly charge family use,other
bank transfer booking personal use,other
bank transfer bill urgent,other
adjustment subscription routine,other
misc expense purchase for office use,other
misc expense order during weekend,other
bank transfer order late night,other
misc expense expense while travelling,other
misc expense booking monthly,other
adjustment payment one time,other
unknown vendor monthly charge family use,other
adjustment payment personal use,other
wallet topup booking urgent,other
cash withdrawal expense routine,other
bank transfer transaction for office use,other
unknown vendor payment during weekend,other
cash withdrawal monthly charge late night,other
misc expense payment while travelling,other
misc expense booking monthly,other
upi payment payment one time,other
bank transfer bill family use,other
unknown vendor purchase personal use,other
cash withdrawal booking urgent,other
adjustment booking routine,other
cash withdrawal bill for office use,other
unknown vendor booking during weekend,other
unknown vendor recharge late night,other
adjustment subscription while travelling,other
misc expense bill monthly,other
service charge purchase one time,other
unknown vendor order family use,other
unknown vendor subscription personal use,other
unknown vendor booking urgent,other
adjustment subscription routine,other
misc expense expense for office use,other
upi payment monthly charge during weekend,other
unknown vendor purchase late night,other
cash withdrawal recharge while travelling,other
service charge recharge monthly,other
upi payment subscription one time,other
wallet topup transaction family use,other
wallet topup transaction personal use,other
cash withdrawal transaction urgent,other
misc expense order routine,other
unknown vendor payment for office use,other
cash withdrawal purchase during weekend,other
adjustment payment late night,other
upi payment booking while travelling,other
misc expense booking monthly,other
wallet topup transaction one time,other
bank transfer recharge family use,other
cash withdrawal bill personal use,other
adjustment expense urgent,other
cash withdrawal monthly charge routine,other
unknown vendor bill for office use,other
wallet topup booking during weekend,other
upi payment order late night,other
bank transfer booking while travelling,other
unknown vendor purchase monthly,other
upi payment order one time,other
unknown vendor subscription family use,other
wallet topup transaction personal use,other
adjustment subscription urgent,other
unknown vendor purchase routine,other
misc expense order for office use,other
upi payment purchase during weekend,other
service charge order late night,other
cash withdrawal payment while travelling,other
service charge subscription monthly,other
upi payment payment one time,other
bank transfer monthly charge family use,other
misc expense booking personal use,other
service charge monthly charge urgent,other
wallet topup recharge routine,other
misc expense monthly charge for office use,other
misc expense booking during weekend,other
cash withdrawal transaction late night,other
service charge transaction while travelling,other
upi payment monthly charge monthly,other
cash withdrawal order one time,other
bank transfer payment family use,other
unknown vendor order personal use,other
cash withdrawal bill urgent,other
service charge expense routine,other
